D3C2_Parent	D3C2_R1_T1	D3C2_R2_T1	D3C2_R3_T1	D3C2_R1_T2	D3C2_R2_T2	D3C2_R3_T2	D3C2_R1_T3	D3C2_R2_T3	D3C2_R3_T3	D3C2_R1_T5	D3C2_R2_T5	D3C2_R3_T5	D3C2_R1_T6	D3C2_R2_T6	D3C2_R3_T6	D3C2_R1_T8	D3C2_R2_T8	D3C2_R3_T8	D3C2_R1_T9	D3C2_R2_T9	D3C2_R3_T9	D3C2_R1_T10	D3C2_R2_T10	D3C2_R3_T10	D3C2_R1_T13	D3C2_R3_T13	D3C2_R1_T15	D3C2_R3_T15	D3C2_R3_T17	D3C2_R1_T19	D3C2_R3_T19
RG184	0.00347590127923504	0.000234875444839858	0.000587094836296114	0.000234323741681507	7.06693803708729e-06	0	3.92587939698492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG186	0.000581470474221476	4.98220640569395e-05	0.00187051145517599	0.000206204892679726	0	0.000166792240134814	1.52673087660525e-05	0	1.74649827096671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG189	0.00113709781625533	0.00161565836298932	9.5573578001693e-05	0.000103102446339863	0.000194340796019901	0	0	6.21133444309175e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG191	0.000762372399534824	0.000519572953736655	0.0012151497774501	0.000103102446339863	0.000141338760741746	8.33961200674071e-05	0	4.65850083231882e-05	2.49499752995245e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG192	0.00245509755782401	6.40569395017793e-05	0.000928429043445018	8.43565470053426e-05	0	3.1633011060051e-05	0	0	1.24749876497622e-05	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG194	0.00178317612094586	0.000213523131672598	0.000191147156003386	0.00128409410441466	0	0	4.36208821887214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG195	0.00297196020157643	2.84697508896797e-05	0.000785068676442478	9.37294966726029e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG196	0.00169272515828918	0	0.00111274951530543	0	0	0.000135159229074763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG199	0.00206745057500969	0	0.00092160235930204	0.000243696691348767	0	2.30058262254916e-05	4.14398380792853e-05	0	0	1.79697425474985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG201	0.00369556790282982	0.000284697508896797	0	0	7.06693803708729e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG202	0.00117586251453676	0.000306049822064057	0.000430081101007619	0.000618614678039179	0	0.000175419424969374	2.39914852037968e-05	0	2.49499752995245e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG203	0.00105956841969247	0.000733096085409253	0.000402774364435706	0.00113412690973849	0.000141338760741746	3.73844676164239e-05	0.000458019262981575	3.10566722154588e-06	2.49499752995245e-06	0.000231809678862731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG204	0.00131799974156868	0.000427046263345196	0	0.000187458993345206	0.00030034486657621	0	5.45261027359017e-05	0.000102487018311014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG205	0.00156350949735108	0.000661921708185053	0	0.000702971225044521	1.06004070556309e-05	0	4.36208821887214e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG206	0.00299780333376405	0.000199288256227758	6.82668414297807e-05	0.000224950792014247	0	2.01300979473052e-05	2.83535734226689e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG210	0.00091743119266055	0.00173665480427046	6.82668414297807e-06	0	6.71359113523293e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG212	0.0025713916526683	2.13523131672598e-05	0.000252587313290189	0.000431155684693973	0	0	3.70777498604132e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG214	0.00107248998578628	7.11743772241993e-06	0	0.00115287280907302	0	0	0.000209380234505863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG215	0.00133092130766249	0.000362989323843416	0.000805548728871413	0.000196831943012466	1.41338760741746e-05	8.62718483455935e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG216	0.000310117586251454	0	0	0.00147155309775986	0	0	0.000261725293132328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG217	0.00198992117844683	0.000690391459074733	0.000238933945004233	0.000243696691348767	3.53346901854365e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG222	0.00308825429642073	0.000341637010676157	0	0	1.76673450927182e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG223	0.0035405091097041	0	1.36533682859561e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG224	0.00112417625016152	0	0	0.000862311369387946	0	0	0.000222466499162479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG225	0.001227548778912	0.000241992882562278	0.000723628519155676	1.87458993345206e-05	1.41338760741746e-05	9.77747614583393e-05	0	0	1.74649827096671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG227	0.00245509755782401	0.000177935943060498	0.000204800524289342	0.000346799137688631	0	0	3.2715661641541e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG232	0.00345005814704742	0	3.41334207148904e-05	3.74917986690412e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG233	0.00068484300297196	0.00120996441281139	0	0	0.000162539574853008	0	0	3.10566722154588e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG235	0.00294611706938881	6.40569395017793e-05	0.000122880314573605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG237	0.00210621527329112	0.000455516014234875	8.19202097157369e-05	3.74917986690412e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG239	0.00126631347719344	0.000398576512455516	0.000136533682859561	0.000702971225044521	0	0	8.72417643774428e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG240	0.00100788215531722	0.000839857651245552	0.000723628519155676	0.00109663511106945	0.00026147670737223	0.00031633011060051	0.000261725293132328	9.31700166463763e-05	0.000107284893787955	0.000264155215448228	0	0	0	0	0	9.2149676877158e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG241	0.00193823491407159	0.000149466192170818	0	0.000852938419720686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG246	0.00270060731360641	0.000135231316725979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG247	0.00115001938234914	0	0.0007782419922995	0	0	6.61417503982884e-05	0	0	7.48499258985734e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG249	0.00189947021579015	0.000270462633451957	0.000218453892575298	6.5610647670822e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG250	0.00157643106344489	9.25266903914591e-05	0.000375467627863794	0.000215577842346987	0	0	2.18104410943607e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG253	0.00131799974156868	0	0.00021162720843232	0	0	0.000120780587683831	0	0	4.98999505990489e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG266	0.00120170564672438	9.25266903914591e-05	0.000498347942437399	7.49835973380823e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG275	0.00155058793125727	0.000391459074733096	0	0	7.06693803708729e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG276	0.00196407804625921	0	0.000122880314573605	5.62376980035617e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG279	0.00117586251453676	0	0.000546134731438246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG280	0.00127923504328725	0.000313167259786477	2.73067365719123e-05	0.000224950792014247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG298	0.001705646724383	0	0	0.000206204892679726	0	0	0	0	2.49499752995245e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG307	0.00187362708360253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG309	0.00160227419563251	0	0	0.000112475396007123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG314	0.00171856829047681	0	0	5.62376980035617e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG316	0.00165396046000775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG320	0.00127923504328725	0	0.000232107260861254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG335	0.00113709781625533	0	0	0.000346799137688631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG343	0.00120170564672438	7.82918149466192e-05	0	9.37294966726029e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG346	0.00121462721281819	0	0	0.000140594245008904	0	0	8.72417643774428e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG354	0.00124047034500581	0	0.000122880314573605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG355	0	0	0	0	0	0	2.18104410943607e-05	0	0	0	0	1.80551693755439e-06	0	2.31471252322604e-05	1.7331848571639e-05	1.29009547628021e-05	0	0	0	0	0	0	3.33374079054107e-05	8.81448678532141e-05	8.84032603122403e-05	0.00149886444726115	0.0220167327168648	0.000386907064923005	0.00012070953062099	0.000755362762182967	7.7055171502796e-05	2.7429925683188e-05
RG359	0.00131799974156868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG436	0	0	0	0	0	0	3.92587939698492e-05	0	0	0	0	0	0	5.05028186885681e-05	4.62182628577041e-05	2.94878966006906e-05	1.88755370680156e-05	1.68259523489029e-06	0	0	3.68254950267169e-06	0	1.66687039527053e-05	7.05158942825713e-06	3.92903379165513e-06	9.44936281968987e-05	0.00110083663584324	0.000302490978030713	4.02365102069967e-06	0	0	1.82866171221253e-06
RG523	0	0	0	0	0	0	1.09052205471803e-05	0	0	0	0	0	0	1.68342728961894e-05	8.66592428581952e-06	2.30374192192895e-05	0	0	0	0	0	0	3.88936425563124e-05	7.40416889966999e-05	2.55387196457583e-05	8.7976826252285e-05	0.00155584911199178	2.1104021723073e-05	2.61537316345479e-05	0.000405889948973835	4.40315265730263e-05	2.7429925683188e-05
