D1C1_Parent	D1C1_R1_T1	D1C1_R1_T2	D1C1_R1_T3	D1C1_R1_T4	D1C1_R1_T5	D1C1_R1_T6	D1C1_R1_T8	D1C1_R1_T9	D1C1_R1_T10	D1C1_R1_T13	D1C1_R2_T1	D1C1_R2_T2	D1C1_R2_T3	D1C1_R2_T4	D1C1_R2_T5	D1C1_R2_T6	D1C1_R2_T8	D1C1_R2_T9	D1C1_R2_T10	D1C1_R2_T13	D1C1_R3_T1	D1C1_R3_T2	D1C1_R3_T3	D1C1_R3_T4	D1C1_R3_T5	D1C1_R3_T6	D1C1_R3_T8	D1C1_R3_T9	D1C1_R3_T10
RG83	0.00168887743624923	0.000169150357753007	0.000164859552342908	8.02782981000803e-05	0	0	0	0	0	0	0	0.000194206182230134	5.25253972233165e-05	0	0	0	0	0	0	0	0	0.000133317380826226	0.000108709043867723	0	0	0	0	0	0	0
RG85	0.00116306198702524	0.000177607875640657	3.80445120791326e-05	3.34492908750334e-06	0	0	0	0	0	0	0	0.000436963910017802	4.77503611121059e-05	2.67824382196106e-06	0	0	0	0	0	0	0	0.000218777240330217	0.00021983384426584	0.000101437736369065	0	0	0	0	0	0
RG86	5.22333227705947e-05	1.69150357753007e-05	2.95901760615476e-05	6.35536526625636e-05	8.69144729980436e-05	1.40092320839433e-05	9.20277660917122e-06	0	0	0	0	1.94206182230134e-05	9.07256861130012e-05	0.000133912191098053	0.000201838072042736	9.0740180616169e-05	4.01489526141987e-05	2.28444543944735e-06	0	0	0	2.05103662809578e-05	6.0393913259846e-05	0.000143543966559998	0.000412644550788331	0.00033966718277208	0.00128799396531328	0.000509294626941686	0.000102643451883967	0
RG87	0.00120484864524172	0.000265002227146377	0.000147950880307738	0.000107037730800107	0	0	0	0	0	0	0	7.12089334843826e-05	9.07256861130012e-05	5.62431202611823e-05	0	0	0	0	0	0	0	0.000198266874049259	0.00012561933958048	0	0	0	0	0	0	0
RG88	0.00149387303123901	0.000135320286202405	0.00010145203221102	5.68637944875569e-05	4.74078943625693e-06	0	0	0	0	1.853691812614e-06	0	0.000229810648972326	3.82002888896847e-05	0	0	0	0	0	0	0	0	0.000129898986446066	7.48884524422091e-05	1.72252759871997e-05	0	0	5.30475274017003e-06	0	0	0
RG89	0.00245496617021795	0.00186065393528307	0.000262084416545136	9.03130853625903e-05	3.16052629083795e-06	0	1.31468237273875e-06	0	0	0	0	0.00159572746399094	0.000305602311117478	6.96343393709877e-05	0	0	0	0	0	0	0	0.00152802228793136	0.000343037427315925	0.000128232610126931	6.00938666196599e-06	0	1.06095054803401e-06	0	0	0
RG90	0.0019848662652826	0.000155054494606923	0	0	0	1.75115401049291e-06	0	0	0	0	0	0.000181259103414792	0	2.67824382196106e-06	0	0	0	0	0	0	0	8.5459859503991e-05	0	1.9139195541333e-06	0	0	0	0	0	0
RG91	3.13399936623568e-05	1.69150357753007e-05	3.38173440703401e-05	4.34840781375435e-05	4.26671049263123e-05	1.75115401049292e-05	2.23496003365587e-05	0	0	3.707383625228e-06	0	2.91309273345201e-05	4.53628430565006e-05	5.62431202611823e-05	0.000100919036021368	3.24072073629175e-05	5.35319368189316e-05	0	0	0	0	3.41839438015964e-06	4.5899374077483e-05	0.000116749092802131	0.000226353564267386	0.00012737519353953	0.00126783590490064	0.000237235531353178	5.51517054898927e-05	0
RG94	0.00110734644273661	0.000115586077797888	0.000183881808382474	4.68290072250468e-05	0	0	0	0	0	0	0	0.000110050169930409	7.87880958349748e-05	1.33912191098053e-05	0	0	0	0	0	0	0	0.000136735775206386	0.000159439931005993	7.84707017194653e-05	0	0	0	0	0	0
RG95	0.00143467526543234	0.000180427048269874	9.9338448206624e-05	4.01391490500401e-05	0	0	0	0	1.37010137380065e-06	0	0	0.000155364945784107	2.14876625004477e-05	2.67824382196106e-05	0	0	0	0	0	0	0	0.00018459329652862	7.48884524422091e-05	3.06227128661328e-05	0	0	0	0	0	0
RG97	0.00164709077803275	0.000143777804090056	1.05679200219813e-05	1.003478726251e-05	0	0	0	0	0	0	0	0.000213626800453148	0	0	0	0	0	0	0	0	0	0.000201685268429419	8.93829916245721e-05	1.9139195541333e-05	4.00625777464399e-06	0	0	0	0	0
RG99	6.61622088427533e-05	2.81917262921678e-05	9.51112801978315e-05	0.000163901525287664	0.000300249997629605	0.000166359630996827	0.000176824779133361	2.17413360775731e-05	9.59070961660453e-06	1.853691812614e-06	0	1.61838485191779e-05	8.117561389058e-05	0.000117842728166287	0.00022033989531332	0.000283022944302813	0.000475095939268018	0.000107368935654025	2.70508285067642e-05	1.38198854331498e-06	0	4.10207325619157e-05	0.000118372069989298	0.000243067783374929	0.000556869830675515	0.000433075658034403	0.00160627912972348	8.48824378236143e-05	2.29798772874553e-05	1.67902146628945e-06
RG101	0.00176896853116414	0.000109947732539454	8.45433601758502e-06	0	0	0	0	0	0	0	0	7.76824728920537e-05	3.82002888896847e-05	5.35648764392213e-06	0	0	0	0	0	0	0	6.83678876031928e-05	2.41575653039384e-06	0	0	0	0	0	0	0
RG104	0.0018003085248265	3.66492441798181e-05	0	0	0	0	0	0	0	0	0	6.47353940767114e-05	2.14876625004477e-05	0	0	0	0	0	0	0	0	4.78575213222349e-05	0	0	0	0	0	0	0	0
RG109	0.00122225975283192	0.000121224423056321	1.47950880307738e-05	0	7.90131572709488e-06	0	0	0	0	0	0	9.38663214112316e-05	2.62626986116583e-05	8.03473146588319e-06	0	0	0	0	0	0	0	0.000109388620165108	9.66302612157536e-05	0	0	0	0	0	0	0
RG124	0.00131976195533703	5.0745107325902e-05	0	2.34145036125234e-05	0	0	0	0	0	0	0	9.38663214112316e-05	0	5.35648764392213e-06	0	0	0	0	0	0	0	4.10207325619157e-05	0	0	0	0	0	0	0	0
RG151	0.00112823977184485	0.000259363881887944	7.39754401538689e-05	7.69333690125769e-05	2.21236840358657e-05	1.75115401049291e-06	1.24894825410181e-05	7.2471120258577e-06	1.37010137380065e-06	0	2.74063456652753e-06	0.000190969412526299	9.78882402798171e-05	7.23125831929487e-05	3.19576947400998e-05	3.24072073629175e-05	8.86622703563554e-05	4.34044633494996e-05	3.60677713423523e-05	0	0	0.000324747466115166	7.24726959118152e-05	5.55036670698657e-05	3.80594488591179e-05	2.5475038707906e-05	5.51694284977683e-05	6.52941829412418e-06	1.53199181916369e-06	0
RG154	0.00124663530345819	0.00103463635492256	0.000160632384334115	8.6968156275087e-05	3.16052629083795e-06	0	6.57341186369373e-07	0	0	0	0	0.000983977989966014	0.000164738745836765	2.67824382196106e-05	1.68198393368947e-06	0	1.67287302559161e-06	0	0	0	0	0.00101184473652725	0.000205339305083476	9.18681385983984e-05	4.00625777464399e-06	0	2.12190109606801e-06	0	0	0
