D1C1_Parent	D1C1_R1_T1	D1C1_R1_T2	D1C1_R1_T3	D1C1_R1_T4	D1C1_R1_T5	D1C1_R1_T6	D1C1_R1_T8	D1C1_R1_T9	D1C1_R1_T10	D1C1_R1_T13	D1C1_R2_T1	D1C1_R2_T2	D1C1_R2_T3	D1C1_R2_T4	D1C1_R2_T5	D1C1_R2_T6	D1C1_R2_T8	D1C1_R2_T9	D1C1_R2_T10	D1C1_R2_T13	D1C1_R3_T1	D1C1_R3_T2	D1C1_R3_T3	D1C1_R3_T4	D1C1_R3_T5	D1C1_R3_T6	D1C1_R3_T8	D1C1_R3_T9	D1C1_R3_T10
RG375	0	0	0	0	0	1.73741719035316e-06	2.27915033275595e-05	0	0	3.67500463969336e-06	1.08993607524919e-05	0	0	0	0	2.1359169384621e-06	6.62143125547303e-06	2.26824748394648e-06	0	0	1.40292369297616e-05	0	0	1.89249851438867e-06	0	0	5.21068899898496e-06	0	4.55728968867635e-06	3.33610786303943e-06
RG376	0	0	0	0	0	0	6.51185809358842e-06	0	0	7.53375951137138e-05	2.99732420693526e-05	0	0	0	0	0	1.32428625109461e-05	0	0	2.60798427522744e-05	5.41127710147948e-05	0	0	0	0	0	1.04213779979699e-05	0	0	4.00332943564731e-05
RG377	0	0	0	0	0	0	3.25592904679421e-06	0	0	6.43125811946338e-05	1.36242009406148e-05	0	0	0	0	0	1.65535781386826e-06	0	0	2.8825089357777e-05	2.80584738595232e-05	0	0	0	0	0	3.12641339939097e-06	0	0	2.16847011097563e-05
RG378	0.000126020183127224	5.52309204785207e-06	6.27872516764196e-06	0	0	0	0	0	0	0	0	3.17510715986665e-06	0	0	0	0	0	0	0	0	0	1.00501502497462e-05	0	0	0	0	0	0	0	0
RG379	5.30611297377785e-05	5.52309204785207e-05	1.04645419460699e-05	1.32553037784243e-05	0	0	0	0	0	0	0	3.17510715986665e-05	7.08774151479212e-06	2.65509752173197e-06	0	0	0	0	0	0	0	5.02507512487312e-05	9.54938824231573e-06	1.89249851438867e-06	0	0	0	0	0	0
RG380	0	0	0	0	0	0	0	0	0	8.08501020732539e-05	2.45235616931067e-05	0	0	0	0	0	0	0	0	4.8041815596295e-05	2.20459437467683e-05	0	0	0	0	0	0	0	0	3.16930246988746e-05
RG381	0	0	0	0	0	0	0	0	1.36249805844027e-06	6.43125811946338e-05	0	0	0	0	0	2.1359169384621e-06	0	2.26824748394648e-06	0	0.000104319371009098	0	0	0	0	0	0	0	0	3.03819312578423e-06	6.50541033292688e-05
RG382	0.000129336503735835	1.10461840957041e-05	0	0	0	0	0	0	0	0	0	9.52532147959994e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG383	0.000126020183127224	8.2846380717781e-06	0	0	0	0	0	0	0	0	0	3.17510715986665e-06	0	0	0	0	0	0	0	0	0	1.3400200332995e-05	0	0	0	0	0	0	0	0
RG384	0	0	0	0	0	0	6.51185809358842e-06	0	5.44999223376107e-06	1.83750231984668e-06	2.17987215049837e-05	0	0	0	0	0	8.27678906934128e-06	0	0	2.74524660550257e-06	1.202506022551e-05	0	0	0	0	0	6.25282679878195e-06	0	0	1.00083235891183e-05
RG385	0.000122703862518613	8.2846380717781e-06	0	0	0	0	0	0	0	0	0	6.35021431973329e-06	0	0	0	0	0	0	0	0	0	1.67502504162437e-05	0	0	0	0	0	0	0	0
RG386	0.000135969144953057	4.69462824067426e-05	4.18581677842797e-06	3.31382594460609e-06	0	0	0	0	0	0	0	2.22257501190665e-05	9.45032201972282e-06	0	0	0	1.65535781386826e-06	0	0	0	0	2.34503505827412e-05	7.1620411817368e-06	0	0	0	0	0	0	0
RG387	3.31632060861116e-06	0	2.09290838921399e-06	9.94147783381826e-06	6.26643961267137e-06	1.73741719035316e-06	3.90711485615305e-06	0	4.0874941753208e-06	0	0	0	0	5.31019504346395e-06	3.33953931055211e-06	4.27183387692419e-06	6.62143125547303e-06	0	2.99233662590107e-06	1.37262330275129e-06	2.00417670425166e-06	3.35005008324874e-06	4.77469412115786e-06	1.89249851438867e-06	1.97980989865353e-06	0	1.04213779979699e-06	2.16314434662225e-06	9.1145793773527e-06	5.00416179455914e-06
RG388	0	2.76154602392603e-06	0	6.62765188921217e-06	6.26643961267137e-06	3.47483438070633e-06	6.51185809358842e-07	1.07731533019715e-05	5.44999223376107e-06	0	0	0	2.36258050493071e-06	0	1.66976965527605e-06	2.1359169384621e-06	1.65535781386826e-06	2.26824748394648e-06	5.98467325180213e-06	2.74524660550257e-06	2.00417670425166e-06	3.35005008324874e-06	2.38734706057893e-06	3.78499702877733e-06	7.91923959461413e-06	2.81644918984839e-06	0	6.48943303986675e-06	1.36718690660291e-05	1.66805393151971e-06
RG389	0	0	0	0	0	0	0	0	0	5.32875672755537e-05	0	0	0	0	0	0	0	0	0	3.29429592660309e-05	6.01253011275498e-06	0	0	0	0	0	0	0	0	3.16930246988746e-05
RG390	0	0	0	0	0	0	1.30237161871768e-06	0	0	3.67500463969336e-06	0	0	0	0	0	0	3.31071562773651e-06	0	0	0	2.00417670425166e-06	0	0	0	1.97980989865353e-06	0	0.000151109980970564	2.16314434662225e-06	0	0
RG391	1.65816030430558e-05	1.38077301196302e-05	1.88361755029259e-05	1.65691297230304e-05	0	0	0	0	0	0	0	0	7.08774151479212e-06	1.06203900869279e-05	8.34884827638027e-06	2.1359169384621e-06	0	0	0	0	0	6.70010016649749e-06	2.62608176663682e-05	1.1354991086332e-05	1.97980989865353e-06	0	0	0	0	0
RG392	0	1.10461840957041e-05	6.27872516764196e-06	3.31382594460609e-06	2.03659287411819e-05	2.0849006284238e-05	1.95355742807653e-06	1.07731533019715e-05	6.81249029220133e-06	1.83750231984668e-06	0	6.35021431973329e-06	0	5.31019504346395e-06	6.67907862110422e-06	8.54366775384839e-06	1.65535781386826e-06	2.26824748394648e-06	8.9770098777032e-06	2.74524660550257e-06	0	0	0	1.1354991086332e-05	5.93942969596059e-06	2.81644918984839e-06	2.08427559959398e-06	6.48943303986675e-06	1.97482553175975e-05	0
RG393	0.000126020183127224	2.20923681914083e-05	0	0	0	0	0	0	0	0	0	2.54008572789332e-05	7.08774151479212e-06	2.65509752173197e-06	0	0	0	0	0	0	0	1.67502504162437e-05	4.77469412115786e-06	3.78499702877733e-06	0	0	0	0	0	0
RG394	6.3010091563612e-05	4.69462824067426e-05	1.67432671137119e-05	0	0	0	0	0	0	0	0	3.81012859183997e-05	4.72516100986141e-06	2.65509752173197e-06	0	0	0	0	0	0	0	5.36008013319799e-05	2.62608176663682e-05	0	0	0	0	0	0	0
RG395	0	0	0	0	0	0	5.86067228422958e-06	0	0	1.28625162389268e-05	1.08993607524919e-05	0	0	0	0	0	1.32428625109461e-05	0	0	1.50988563302641e-05	2.00417670425166e-06	0	0	0	0	0	1.04213779979699e-05	0	0	1.33444314521577e-05
RG396	0	0	0	0	0	0	5.86067228422958e-06	0	0	0	0	0	0	0	0	0	2.15196515802873e-05	0	0	0	0	0	0	0	0	0	5.21068899898496e-05	0	0	0
RG397	8.29080152152789e-05	4.69462824067426e-05	8.37163355685595e-06	3.31382594460609e-06	6.26643961267137e-06	0	3.25592904679421e-06	0	0	0	0	2.54008572789332e-05	7.08774151479212e-06	1.32754876086599e-05	6.67907862110422e-06	1.06795846923105e-05	3.80732297189699e-05	2.04142273555183e-05	1.49616831295053e-05	2.74524660550257e-06	0	2.680040066599e-05	0	7.56999405755466e-06	1.97980989865353e-06	2.81644918984839e-06	2.50113071951278e-05	2.16314434662225e-06	0	0
RG398	3.97958473033339e-05	8.2846380717781e-06	1.25574503352839e-05	0	0	0	6.51185809358842e-07	0	0	0	0	1.90506429591999e-05	4.72516100986141e-06	2.65509752173197e-06	0	0	0	0	0	0	0	3.68505509157362e-05	9.54938824231573e-06	1.32474896007207e-05	1.97980989865353e-06	0	0	0	0	0
RG399	8.95406564325013e-05	4.14231903588905e-05	4.18581677842797e-06	0	0	0	0	0	0	0	0	1.90506429591999e-05	4.72516100986141e-06	0	0	0	0	0	0	0	0	6.70010016649749e-06	0	0	0	2.81644918984839e-06	0	0	0	0
RG400	0	5.52309204785207e-06	2.09290838921399e-06	3.31382594460609e-06	4.69982970950353e-06	6.94966876141266e-06	6.51185809358842e-07	2.51373577046001e-05	9.53748640908187e-06	0	0	0	4.72516100986141e-06	0	3.33953931055211e-06	1.06795846923105e-05	0	9.07298993578591e-06	1.49616831295053e-05	0	0	0	0	0	7.91923959461413e-06	2.81644918984839e-06	0	1.94682991196003e-05	2.12673518804896e-05	3.33610786303943e-06
RG401	0	8.2846380717781e-06	6.27872516764196e-06	3.31382594460609e-06	1.56660990316784e-06	1.73741719035316e-06	5.86067228422958e-06	0	0	0	0	3.17510715986665e-06	0	7.96529256519592e-06	0	2.1359169384621e-06	8.27678906934128e-06	0	0	0	0	0	9.54938824231573e-06	5.677495543166e-06	1.97980989865353e-06	0	6.25282679878195e-06	0	0	0
RG402	0	0	0	0	0	0	0	0	0	2.38875301580068e-05	5.44968037624593e-06	0	0	0	0	0	0	0	0	1.50988563302641e-05	2.00417670425166e-06	0	0	0	0	0	0	0	0	2.50208089727957e-05
RG403	0	0	0	0	0	0	0	0	0	7.16625904740205e-05	3.26980822574756e-05	0	0	0	0	0	0	0	0	5.07870622017976e-05	8.01670681700664e-06	0	0	0	0	0	0	0	0	4.50374561510323e-05
RG404	0.000109438580084168	8.2846380717781e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67502504162437e-05	0	0	0	0	0	0	0	0
RG405	8.62243358238901e-05	3.31385522871124e-05	6.27872516764196e-06	0	0	0	0	0	0	0	0	4.4451500238133e-05	1.65380635345149e-05	0	0	0	0	0	0	0	0	4.35506510822337e-05	1.19367353028947e-05	0	0	0	0	0	0	0
RG406	5.30611297377785e-05	2.20923681914083e-05	4.18581677842797e-06	0	0	0	0	0	0	0	0	9.52532147959994e-06	4.72516100986141e-06	0	1.66976965527605e-06	0	0	0	0	0	0	2.34503505827412e-05	2.38734706057893e-06	2.64949792014413e-05	1.18788593919212e-05	5.63289837969678e-06	1.87584803963458e-05	0	0	0
RG407	2.32142442602781e-05	1.38077301196302e-05	1.04645419460699e-05	3.31382594460609e-06	1.56660990316784e-06	0	0	0	0	0	0	2.22257501190665e-05	2.36258050493071e-06	7.96529256519592e-06	0	0	0	0	0	0	0	2.01003004994925e-05	1.67114294240525e-05	0	0	0	0	0	0	0
RG408	0.000112754900692779	1.38077301196302e-05	0	3.31382594460609e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35005008324874e-06	0	0	0	0	0	0	0	0
RG409	2.65305648688893e-05	1.65692761435562e-05	0	0	0	0	0	0	0	0	0	1.27004286394666e-05	0	0	0	0	0	0	0	0	0	2.34503505827412e-05	2.38734706057893e-06	2.46024806870527e-05	1.18788593919212e-05	5.63289837969678e-06	1.25056535975639e-05	0	0	0
RG410	0	0	6.27872516764196e-06	9.94147783381826e-06	4.69982970950353e-06	1.73741719035316e-06	6.51185809358842e-07	3.59105110065716e-06	2.72499611688053e-06	0	0	3.17510715986665e-06	0	2.65509752173197e-06	3.33953931055211e-06	4.27183387692419e-06	0	1.13412374197324e-05	0	4.11786990825386e-06	4.00835340850332e-06	0	7.1620411817368e-06	7.56999405755466e-06	0	0	1.04213779979699e-06	4.3262886932445e-06	0	1.66805393151971e-06
RG411	0	0	2.09290838921399e-06	3.31382594460609e-06	9.39965941900705e-06	8.68708595176582e-06	0	1.79552555032858e-05	0	0	0	3.17510715986665e-06	2.36258050493071e-06	0	3.33953931055211e-06	1.06795846923105e-05	0	0	0	0	0	3.35005008324874e-06	0	5.677495543166e-06	9.89904949326766e-06	0	0	2.16314434662225e-06	7.59548281446058e-06	1.66805393151971e-06
RG412	0	0	0	0	1.56660990316784e-06	6.94966876141266e-06	3.25592904679421e-06	3.59105110065716e-06	1.36249805844027e-06	0	2.72484018812297e-06	0	0	0	5.00930896582816e-06	4.27183387692419e-06	1.65535781386826e-06	4.53649496789296e-06	2.99233662590107e-06	0	2.00417670425166e-06	0	0	3.78499702877733e-06	5.93942969596059e-06	2.81644918984839e-06	1.04213779979699e-05	0	3.03819312578423e-06	0
RG413	0	0	0	0	0	0	5.20948647487074e-06	0	0	1.47000185587734e-05	1.08993607524919e-05	0	0	0	0	0	1.65535781386826e-06	0	0	6.86311651375643e-06	1.202506022551e-05	0	0	0	0	0	1.04213779979699e-06	0	0	1.33444314521577e-05
RG414	0	0	0	0	0	0	2.40938749462772e-05	0	0	1.83750231984668e-06	8.1745205643689e-06	0	0	0	0	0	1.82089359525508e-05	0	0	4.11786990825386e-06	1.40292369297616e-05	0	0	1.89249851438867e-06	0	0	7.29496459857894e-06	0	0	5.00416179455914e-06
RG415	0	0	0	0	0	0	0	0	0	9.00376136724873e-05	1.90738813168608e-05	0	0	0	0	0	0	0	0	5.35323088073002e-05	1.40292369297616e-05	0	0	0	0	0	0	0	0	5.838188760319e-05
RG416	0.000122703862518613	5.52309204785207e-06	0	0	0	0	0	0	0	0	0	6.35021431973329e-06	0	0	0	0	0	0	0	0	0	1.00501502497462e-05	0	0	0	0	0	0	0	0
RG417	2.65305648688893e-05	2.76154602392603e-06	2.30219922813539e-05	9.94147783381826e-06	1.56660990316784e-06	0	0	0	0	0	0	9.52532147959994e-06	2.36258050493071e-05	5.31019504346395e-06	0	0	0	0	0	0	0	6.70010016649749e-06	1.67114294240525e-05	1.89249851438867e-06	0	0	0	0	0	0
RG418	1.65816030430558e-05	1.93308221674822e-05	6.27872516764196e-06	3.31382594460609e-06	0	0	0	0	0	0	0	1.90506429591999e-05	7.08774151479212e-06	2.65509752173197e-06	0	0	0	0	0	0	0	4.02006009989849e-05	7.1620411817368e-06	3.78499702877733e-06	9.89904949326766e-06	0	0	0	0	0
RG419	3.31632060861116e-06	8.2846380717781e-06	6.27872516764196e-06	1.65691297230304e-05	1.56660990316784e-06	0	1.04189729497415e-05	0	1.36249805844027e-06	0	0	0	1.18129025246535e-05	1.32754876086599e-05	0	0	6.62143125547303e-06	0	0	2.74524660550257e-06	0	3.35005008324874e-06	9.54938824231573e-06	1.51399881151093e-05	0	0	1.04213779979699e-05	0	0	3.33610786303943e-06
RG420	0	0	0	0	0	0	1.69308310433299e-05	0	0	0	0	0	0	0	0	0	8.27678906934128e-06	0	0	0	0	0	0	0	0	0	1.77163425965489e-05	0	0	0
RG421	2.98468854775004e-05	2.76154602392603e-06	1.25574503352839e-05	9.94147783381826e-06	1.56660990316784e-06	0	0	0	0	0	0	3.17510715986665e-06	1.18129025246535e-05	2.12407801738558e-05	0	0	0	0	0	0	0	1.00501502497462e-05	2.62608176663682e-05	1.7032486629498e-05	0	0	0	0	0	0
RG422	3.97958473033339e-05	3.59000983110385e-05	1.04645419460699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68505509157362e-05	0	0	0	0	0	0	0	0
RG423	0	1.65692761435562e-05	6.27872516764196e-06	1.98829556676365e-05	1.87993188380141e-05	1.73741719035316e-06	1.30237161871768e-06	0	0	0	0	1.27004286394666e-05	1.18129025246535e-05	1.06203900869279e-05	8.34884827638027e-06	1.49514185692347e-05	0	2.26824748394648e-06	0	0	0	1.00501502497462e-05	4.77469412115786e-06	5.677495543166e-06	1.38586692905747e-05	5.63289837969678e-06	1.25056535975639e-05	0	0	0
RG424	0	2.76154602392603e-06	1.04645419460699e-05	9.94147783381826e-06	1.09662693221749e-05	3.47483438070633e-06	4.5583006655119e-06	1.79552555032858e-05	1.36249805844027e-06	0	0	0	2.36258050493071e-06	2.65509752173197e-06	5.00930896582816e-06	1.70873355076968e-05	1.65535781386826e-06	1.36094849036789e-05	0	1.37262330275129e-06	0	3.35005008324874e-06	7.1620411817368e-06	7.56999405755466e-06	3.95961979730706e-06	2.81644918984839e-06	2.08427559959398e-06	0	1.21527725031369e-05	0
RG425	0	0	0	0	7.83304951583921e-06	3.47483438070633e-06	3.90711485615305e-06	3.59105110065716e-06	0	0	0	0	0	0	3.33953931055211e-06	6.40775081538629e-06	4.96607344160477e-06	2.26824748394648e-06	2.99233662590107e-06	0	0	0	2.38734706057893e-06	0	1.18788593919212e-05	2.81644918984839e-06	2.29270315955338e-05	6.48943303986675e-06	3.03819312578423e-06	0
RG426	0	0	0	3.31382594460609e-06	3.13321980633568e-06	0	8.46541552166495e-06	0	0	0	0	0	0	0	0	0	2.31750093941556e-05	2.26824748394648e-06	0	0	0	0	0	0	3.95961979730706e-06	0	5.94018545884285e-05	0	0	1.66805393151971e-06
RG427	0	0	0	0	0	0	0	0	0	4.04250510366269e-05	2.72484018812297e-06	0	0	0	0	0	0	0	0	1.23536097247616e-05	6.01253011275498e-06	0	0	0	0	0	0	0	0	1.50124853836774e-05
RG428	0	0	0	0	0	0	0	0	0	8.63626090327939e-05	2.99732420693526e-05	0	0	0	0	0	0	0	0	4.8041815596295e-05	2.00417670425166e-05	0	0	0	0	0	0	0	0	4.33694022195126e-05
RG429	4.31121679119451e-05	1.93308221674822e-05	8.37163355685595e-06	2.98244335014548e-05	3.13321980633568e-06	0	0	0	0	0	0	6.35021431973329e-06	2.59883855542378e-05	1.85856826521238e-05	1.66976965527605e-06	0	0	0	0	0	0	1.00501502497462e-05	2.86481647269472e-05	2.2709982172664e-05	1.97980989865353e-06	0	0	0	0	0
RG430	6.3010091563612e-05	7.18001966220769e-05	6.27872516764196e-06	6.62765188921217e-06	1.56660990316784e-06	0	0	0	0	0	0	6.98523575170662e-05	4.72516100986141e-06	2.65509752173197e-06	0	0	0	0	0	0	0	5.02507512487312e-05	1.19367353028947e-05	7.56999405755466e-06	3.95961979730706e-06	0	0	0	0	0
RG431	9.94896182583347e-06	5.52309204785207e-06	1.88361755029259e-05	1.65691297230304e-05	3.13321980633568e-06	0	0	0	0	0	0	1.90506429591999e-05	1.41754830295842e-05	3.71713653042476e-05	0	0	0	0	0	0	0	3.35005008324874e-06	7.1620411817368e-06	2.838747771583e-05	0	0	0	0	0	0
RG432	0	0	0	0	0	0	1.30237161871768e-06	0	0	0	2.72484018812297e-06	0	0	0	0	0	1.65535781386826e-06	0	0	4.11786990825386e-06	0	0	0	0	0	0	4.89804765904586e-05	0	0	0
RG433	0	0	0	0	0	0	0	0	0	5.51250695954004e-06	8.1745205643689e-06	0	0	0	0	0	0	0	0	2.74524660550257e-06	6.01253011275498e-06	0	0	0	0	0	4.16855119918797e-05	0	0	1.00083235891183e-05
RG434	1.98979236516669e-05	8.2846380717781e-06	2.09290838921399e-06	0	0	0	0	0	0	0	0	6.35021431973329e-06	4.72516100986141e-06	0	1.66976965527605e-06	0	1.65535781386826e-06	0	0	0	0	1.3400200332995e-05	7.1620411817368e-06	1.51399881151093e-05	5.93942969596059e-06	2.81644918984839e-06	2.08427559959398e-06	0	0	0
RG435	6.63264121722232e-05	2.76154602392603e-06	3.13936258382098e-05	0	0	0	0	0	0	0	0	3.17510715986665e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG436	2.98468854775004e-05	1.38077301196302e-05	1.04645419460699e-05	0	3.13321980633568e-06	0	0	0	0	0	0	1.27004286394666e-05	4.72516100986141e-06	5.31019504346395e-06	0	2.1359169384621e-06	0	0	0	0	0	1.3400200332995e-05	7.1620411817368e-06	3.21724747446073e-05	0	0	2.08427559959398e-06	0	0	0
RG437	0.000119387541910002	0	0	0	0	0	0	0	0	0	0	3.17510715986665e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG438	2.98468854775004e-05	2.76154602392603e-06	1.67432671137119e-05	1.32553037784243e-05	3.13321980633568e-06	1.73741719035316e-06	0	0	0	0	0	6.35021431973329e-06	9.45032201972282e-06	3.18611702607837e-05	1.50279268974845e-05	0	0	0	0	0	0	1.00501502497462e-05	1.67114294240525e-05	1.1354991086332e-05	1.97980989865353e-06	2.81644918984839e-06	0	0	0	0
RG439	3.31632060861116e-06	5.52309204785207e-06	1.04645419460699e-05	3.31382594460609e-05	4.69982970950353e-06	0	0	0	0	0	0	0	1.18129025246535e-05	7.96529256519592e-06	3.33953931055211e-06	0	0	0	0	0	0	1.3400200332995e-05	2.86481647269472e-05	3.02799762302187e-05	1.97980989865353e-06	0	0	0	0	0
RG440	6.63264121722232e-06	1.65692761435562e-05	2.09290838921399e-06	0	0	1.73741719035316e-06	1.30237161871768e-06	0	0	0	0	0	4.72516100986141e-06	1.32754876086599e-05	0	0	0	0	0	0	0	6.70010016649749e-06	2.86481647269472e-05	4.73124628597167e-05	4.15760078717242e-05	1.97151443289387e-05	5.41911655894436e-05	8.652577386489e-06	0	0
RG441	0	0	0	3.31382594460609e-06	0	0	0	0	0	3.30750417572402e-05	1.08993607524919e-05	0	0	0	0	0	0	0	0	1.9216726238518e-05	8.01670681700664e-06	0	0	0	0	0	0	0	0	1.83485932467169e-05
RG442	0	0	0	0	0	1.73741719035316e-06	0	3.23194599059145e-05	1.08999844675221e-05	0	0	0	0	0	0	0	0	1.36094849036789e-05	8.9770098777032e-06	0	0	0	0	0	0	0	0	3.24471651993337e-05	2.12673518804896e-05	0
RG443	0	0	0	0	0	0	3.45128478960187e-05	0	0	3.67500463969336e-06	5.44968037624593e-06	0	0	0	0	0	6.95250281824668e-05	0	0	5.49049321100514e-06	8.01670681700664e-06	0	0	0	0	0	2.08427559959398e-05	0	0	3.33610786303943e-06
RG444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31071562773651e-06	0	2.99233662590107e-06	0	0	0	0	0	1.97980989865353e-06	0	0.000100045228780511	2.16314434662225e-06	0	0
RG445	4.97448091291674e-05	8.2846380717781e-06	8.37163355685595e-06	2.31967816122426e-05	0	0	0	0	0	0	0	1.27004286394666e-05	1.41754830295842e-05	5.31019504346395e-06	1.66976965527605e-06	0	0	0	0	0	0	2.680040066599e-05	7.1620411817368e-06	3.02799762302187e-05	1.97980989865353e-06	2.81644918984839e-06	0	0	0	0
RG446	9.61732976497236e-05	2.76154602392603e-06	0	0	0	0	0	0	0	0	0	3.17510715986665e-06	2.36258050493071e-06	0	0	0	0	0	0	0	0	1.3400200332995e-05	0	0	0	0	0	0	0	0
RG447	1.98979236516669e-05	8.2846380717781e-06	2.51149006705678e-05	6.62765188921217e-06	1.56660990316784e-06	0	0	0	0	0	0	0	1.18129025246535e-05	1.85856826521238e-05	1.66976965527605e-06	0	0	0	0	0	0	0	9.54938824231573e-06	3.78499702877733e-06	0	0	0	0	0	0
RG448	0	0	0	0	0	0	1.30237161871768e-06	0	0	3.12375394373935e-05	1.90738813168608e-05	0	0	0	0	0	0	0	0	1.78441029357667e-05	2.40501204510199e-05	0	0	0	0	0	3.12641339939097e-06	0	0	1.83485932467169e-05
RG449	2.98468854775004e-05	3.59000983110385e-05	4.18581677842797e-06	0	0	0	0	0	0	0	0	1.58755357993332e-05	2.36258050493071e-06	2.65509752173197e-06	0	0	0	0	0	0	0	3.35005008324874e-05	2.38734706057893e-06	1.89249851438867e-06	0	0	0	0	0	0
RG450	3.31632060861116e-05	2.48539142153343e-05	1.67432671137119e-05	9.94147783381826e-06	0	0	0	0	0	0	0	2.54008572789332e-05	1.41754830295842e-05	1.32754876086599e-05	1.66976965527605e-06	0	0	0	0	0	0	1.67502504162437e-05	1.67114294240525e-05	9.46249257194333e-06	0	0	0	0	0	0
RG451	6.63264121722232e-06	1.38077301196302e-05	6.27872516764196e-06	1.65691297230304e-05	1.56660990316784e-06	0	2.60474323743537e-06	0	0	0	0	6.35021431973329e-06	4.72516100986141e-06	1.06203900869279e-05	1.66976965527605e-06	2.1359169384621e-06	1.65535781386826e-06	0	0	0	0	2.01003004994925e-05	9.54938824231573e-06	5.677495543166e-06	3.95961979730706e-06	0	3.12641339939097e-06	0	0	0
RG452	0	0	0	0	0	0	7.16304390294727e-06	0	0	1.10250139190801e-05	3.54229224455986e-05	0	0	0	0	0	6.78696703685985e-05	0	0	1.78441029357667e-05	5.01044176062915e-05	0	0	0	0	0	4.16855119918797e-06	0	0	1.33444314521577e-05
RG453	0.000106122259475557	0	0	0	0	0	0	0	0	0	0	3.17510715986665e-06	0	2.65509752173197e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG454	0.000112754900692779	1.10461840957041e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RG455	1.98979236516669e-05	2.76154602392603e-06	2.09290838921399e-06	0	1.56660990316784e-06	3.47483438070633e-06	0	0	0	0	0	9.52532147959994e-06	7.08774151479212e-06	2.65509752173197e-06	1.66976965527605e-06	0	6.62143125547303e-06	1.36094849036789e-05	2.99233662590107e-06	0	0	6.70010016649749e-06	7.1620411817368e-06	3.78499702877733e-06	1.97980989865353e-06	0	4.16855119918797e-06	0	0	0
RG456	6.63264121722232e-06	2.76154602392603e-06	0	9.94147783381826e-06	0	0	0	0	0	0	0	1.58755357993332e-05	0	0	0	0	0	0	0	0	0	2.01003004994925e-05	9.54938824231573e-06	0	2.57375286824959e-05	0	0	0	0	0
RG457	3.31632060861116e-06	2.76154602392603e-06	4.18581677842797e-06	6.62765188921217e-06	1.56660990316784e-06	1.73741719035316e-06	6.51185809358842e-07	0	0	0	0	6.35021431973329e-06	2.36258050493071e-06	2.65509752173197e-06	3.33953931055211e-06	2.1359169384621e-06	1.65535781386826e-06	4.53649496789296e-06	0	0	0	0	4.77469412115786e-06	7.56999405755466e-06	7.91923959461413e-06	5.63289837969678e-06	1.04213779979699e-05	0	0	0
RG458	0	0	2.09290838921399e-06	0	3.13321980633568e-06	8.68708595176582e-06	6.51185809358842e-07	3.95015621072288e-05	6.81249029220133e-06	0	0	3.17510715986665e-06	0	5.31019504346395e-06	0	6.40775081538629e-06	1.65535781386826e-06	2.26824748394648e-05	5.98467325180213e-06	1.37262330275129e-06	0	0	2.38734706057893e-06	0	3.95961979730706e-06	0	1.04213779979699e-06	4.3262886932445e-06	4.55728968867635e-06	0
RG459	0	0	0	3.31382594460609e-06	1.56660990316784e-06	0	5.20948647487074e-06	0	0	0	2.72484018812297e-06	0	0	0	0	2.1359169384621e-06	1.65535781386826e-06	0	0	0	0	0	0	0	0	0	3.02219961941128e-05	0	0	0
RG460	0	0	0	0	6.26643961267137e-06	1.73741719035316e-06	1.95355742807653e-06	0	0	0	0	0	0	0	0	1.06795846923105e-05	0	2.49507223234113e-05	0	0	0	0	0	0	0	2.81644918984839e-06	9.37924019817292e-06	0	0	0
RG461	1.65816030430558e-05	1.10461840957041e-05	8.37163355685595e-06	3.31382594460609e-06	0	0	0	0	0	0	0	1.27004286394666e-05	9.45032201972282e-06	0	0	0	0	0	0	0	0	1.00501502497462e-05	1.19367353028947e-05	5.677495543166e-06	0	0	0	0	0	0
RG462	3.31632060861116e-06	8.2846380717781e-06	0	3.9765911335273e-05	0	0	0	0	0	0	0	2.22257501190665e-05	0	0	5.00930896582816e-06	4.27183387692419e-06	0	0	0	0	0	3.35005008324874e-06	4.77469412115786e-06	0	0	0	2.08427559959398e-06	0	0	0
RG463	7.62753739980566e-05	8.2846380717781e-06	0	0	0	0	0	0	0	0	0	1.58755357993332e-05	0	0	0	0	0	0	0	0	0	1.3400200332995e-05	4.77469412115786e-06	0	0	0	0	0	0	0
RG464	0.000106122259475557	4.14231903588905e-05	1.04645419460699e-05	0	0	0	0	0	0	0	0	5.3976821717733e-05	2.36258050493071e-06	5.31019504346395e-06	1.66976965527605e-06	0	0	0	0	0	0	4.69007011654824e-05	1.43240823634736e-05	7.56999405755466e-06	0	0	0	0	0	0
